text,prediction
"RT @AfricaFactsZone: Rihanna provided scholarships and bikes for girls in Malawi to enable them to go to school.

She donated $5 million to…",1.0
"RT @LawrenceEbi: Between March 2019 &amp; June 2020, Messi has scored 100 goals. Coached by Ernesto Valverde and Quique setien, with arguably t…",0.0
"RT @nidhiindiatv: 15 reasons to postpone #JEEMain, #NEET as mentioned by India Wide Parents Association in its letter to govt: 

1. Increas…",0.0
"In testimony before a U.S. Senate committee today, outgoing OSU President Michael Drake said he 'would not support'… https://t.co/IVeUn0hF3i",0.0
@Faytuks There are already 30+ strains of covid-19. This is basic info,0.0
"RT @BetoORourke: Houston’s medical center, largest in the world, swnding covid patients to other cities because they dont have capacity. Go…",0.0
"An example of promulgating fear. How many of the 10M cases listed have recovered? Is the 1.1% recovery globally, do… https://t.co/cXPXSw3rPi",1.0
RT @goremeat: Please know that it ONLY costs 10$ to make. This is PUBLIC INFORMATION. They are truly cold and awful people for doing this.,-1.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @aetiology: Cool, cool. Sorry Texans, you're on your own. https://t.co/pS8cQllyGK",0.0
It's called nationalism stupid....we don't want to share the virus with anyone else. It's ours and you can't have i… https://t.co/mg5WgIji1e,-1.0
"RT @alexel_cabron: Don’t be shy, close Orange County beaches too",0.0
RT @Patriotize: @PunishDem1776 COVID-1984 https://t.co/HuhtmK3aqn,0.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
RT @narendramodi: India salutes our doctors- exceptional care givers  who are at the forefront of a spirited fight against COVID-19. #docto…,1.0
MSEA President @bostcab: “The rejection of Gov. Hogan’s attempt to defund our public schools during the middle of a… https://t.co/mmzYAf1ILw,0.0
"RT @GeckoTheatre: This is really terrible news for our friends in Norwich, we are sending all of our love to all staff at risk of redundanc…",1.0
"RT @chrisilluminati: Much like the pandemic, this vintage store warning sign escalated quickly https://t.co/wm9LMVw7Dx",1.0
@stillgray That’s called a living breathing ignorant person. There is not enough education in the world to get rid… https://t.co/DgfUR7wq2i,0.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
"RT @JohnRMoffitt: Some Republican governors like to get a bit more involved in the murder of their constituents. 

Recently, the Nebraska g…",0.0
"RT @RishiSunak: 🟢 Delivered one month early
🏢 No cost to employers throughout July
🔄 Maximum flexibility allowed
🤝 Protecting over 9 millio…",-1.0
Bus industry can't cope | COVID-19 https://t.co/mvFkvfiNg3,0.0
"RT @StevenBeschloss: I know Trump keeps tweeting stuff, but why pay attention after he failed to produce a national response to a deadly pa…",0.0
"RT @shrutiakakad: If Covid19 was so casual, that we could conduct nation level exams like Neet and Jee with approximately 25.28 lakh studen…",0.0
"RT @HeshmatAlavi: Over 63,200 people have died of the novel #coronavirus across #Iran, opposition group says
https://t.co/Kl2W11lo5K",-1.0
@GOPLeader @RepMcCaul We have a president who is pretending the pandemic isn’t happening and refused to implement a… https://t.co/ovhh8Nn6Lk,0.0
Holiday Seasons time for mind games can't even get a clerk to check your lottery ticket without them want them to s… https://t.co/MAHVpuB6xf,0.0
RT @andrewflood: This is a GP about what may be two additional travel related cases that again didn’t self isolate but went into work - we…,0.0
Community colleges struggle with students’ food needs as pandemic increases demand https://t.co/yuf6uMwl3E,-1.0
@realDonaldTrump @RandPaul Please talk to @DrJudyAMikovits Fauci ruined her life because she exposed him. She will… https://t.co/b5hiowCzum,1.0
"RT @BBCWorld: How lockdown is being lifted across Europe

https://t.co/ep5Whpve8g",1.0
"I went to this tiny, isolated, #womenscollege and loved every second of it @sbcalumnae #sweetbriarcollege… https://t.co/DsRd0aAsZ3",0.0
This is exactly why privacy-by-design frameworks have been so prolific in digital contact tracing apps like the App… https://t.co/tlRF8XNHjH,1.0
"RT @BillHanage: Tony Fauci says the US death toll is ‘going to be very disturbing’, even when you consider the 120k+ lives lost already. He…",-1.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
Wait I thought he was a fascist tyrant dictator? I am so confused.,-1.0
RT @danielsgoldman: The covid pandemic rages throughout the country with no federal plan in sight; Russia pays bounties to have our soldier…,-1.0
"Minimal Access Navigation  Guided Neurosurgery under Lockdown
#testimonial #patientcare #casestudy #patientsafety https://t.co/XR59mshjdj",1.0
"RT @CapCanuckMadrid: Air pollution likely to make coronavirus worse, say UK government advisers https://t.co/MiJSdB3Y46 #internacional #fee…",0.0
"RT @BLMChi: Imagine if this was the southside or west side, there would be all types of national hand wringing and pathologizing about how…",0.0
RT @MollyJongFast: Yesterday Dr. Anthony Fauci delivered some devastating news about our country’s coronavirus response and it was complete…,-1.0
"@Kittykat2221 @MargMargieMeg @jamesdark44 @CP24 Uhhh no, cloth masks reduce the spread of covid.",1.0
"RT @issaiah_johnson: The NCAA and universities want us to play during a global pandemic so they won’t lose millions of dollars, but can’t/…",0.0
RT @natalieweiner: de blasio giving a mask to someone wearing a mask for a photo op quite neatly sums up his effectiveness as mayor,1.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @BT_India: Coronavirus in Bihar: Groom dead, 95 guests test COVID-19 positive after wedding in Patna #Bihar #coronavirus #Patna #COVID19…",-1.0
RT @TheRahrahGabor: Nice time to remind y’all that HIV medicine is also well over  $3000. Something people have to take for the rest of the…,0.0
"RT @Vishal_saxena14: Sir, we just request you to postpone NEET and JEE exams for now as we really are very anxious and are unable to concen…",-1.0
"RT @rorhor: me, ever so naively, at the beginning of lockdown: https://t.co/NhCR0GRUm5",1.0
"RT @QuestGates: Our Head of Private Clients, Nikki Sutton at QuestGates shares the challenges faced and the ways to adapt when dealing with…",0.0
RT @nthokwa_news: The premiers office in Limpopo @OtpLimpopo have confirmed that an MEC has tested positive for COVID 19 and is currently i…,1.0
"RT @PeterOnyenwosa: My Uncle, Dr Robert during the lockdown through my twin brother and I reached out to the the widows in my community as…",0.0
**178 vaccines** are in various stages of development,0.0
RT @Whiskey100Proof: Can we send this message out👇,0.0
"The total number of COVID-19 cases in Wise County stands at 110, 32 of which are active.",1.0
RT @BreakingNewPak: Sindh announces extension in 'smart' lockdown till July 15 - https://t.co/nAkGIlZxHr #Pakistan https://t.co/G9KrtMtykM,-1.0
"IRRESPONSIBILITY OF LABOUR MAYOR OF LEICESTER who broke Covid 19 rules responsible for 2nd lockdown, @Keir_Starmer… https://t.co/CLfbnuZq7X",-1.0
RT @_countinstars_: People don’t understand the severity of COVID-19 until it actually affects them personally.,0.0
"RT @rorhor: me, ever so naively, at the beginning of lockdown: https://t.co/NhCR0GRUm5",1.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
"RT @stevenspohn: On June 11th, Michael Hickson, a quadriplegic black man with COVID-19 was killed by a hospital in Austin Texas.

Doctors d…",-1.0
RT @lookitstaylorrr: Shaming people for being on unemployment? in the middle of a pandemic? at your big age???????,0.0
@AtlantaAndAlaia Maybe the heat will get us before the virus does lol,1.0
"RT @ProjectLincoln: In the past 72 hours we've learned:

1. Trump knew Putin was hunting our soldiers.
2. Putin successfully killed our sol…",-1.0
RT @nuts2406: A lot of people have claimed that oxygen levels drop when you wear masks. This experiment certainly proves that masks DO NOT…,0.0
"RT @BBC_Cumbria: This is how the BBC Philharmonic defied lockdown to recreate the Cumbrian classic track ""Calling All The Heroes"" by It Bit…",-1.0
RT @KVUE: Texas Lt. Gov. Dan Patrick says Dr. Anthony Fauci 'doesn’t know what he’s talking about' | #coronavirus #COVID19 https://t.co/2Kf…,1.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"RT @Stonekettle: Trump told us the pandemic which has now killed more than 126,000 Americans was a hoax made up by his enemies to discredit…",-1.0
"BRAVO, orange shit, aka @realDonaldTrump. &gt;130 000 deaths by covid or 397/1m in your country (not sure you'll under… https://t.co/HNXUfEChl2",1.0
"""The list of safe countries will be reviewed every two weeks to reflect the changing realities of the coronavirus o… https://t.co/YzAg1DRNpo",0.0
"RT @KTVB: POLL: Idaho’s COVID-19 cases continue to surge. Yesterday, the state reported 365 new cases. Our hospital capacity is still stabl…",1.0
"RT @syedmohammedd: Dear @TelanganaCMO, @Eatala_Rajender, @KTRTRS sirs. 

Please take a note of tweet I have quoted. 
Naseer is a fine journ…",1.0
"RT @mrjaycoles: Hi. You can tweet Black lives matter, but if you’re leaving and going places without a mask, you don’t really value Black l…",-1.0
RT @DailyMailUK: Walkers confirms 28 workers at its Leicester crisp factory have tested positive for coronavirus https://t.co/5NtrFC0j6n ht…,1.0
"RT @DiverseElders: #NativeAmericans are being disproportionately affected by the #coronavirus, accounting for over half of the confirmed ca…",1.0
"@zlj517 I am reading comment and not one appreciating China and Pakistan in world 🌍!
All hating China 🇨🇳 and Pakist… https://t.co/vJNKIRvpRe",1.0
"RT @GrrrUSA: ""Despite the hardship caused by the pandemic, it has not encumbered the American spirit or the unyielding resolve of our Natio…",0.0
RT @slavewar: #DemonRats love death panels. This is what they look like. They tell you where to go and what to do. You follow orders.,1.0
RT @TimRunsHisMouth: @ChelseaClinton @realDonaldTrump Would selling Trump 2020 masks have stopped Andrew Cuomo from sending COVID positive…,1.0
I started using @Shipt late last year but stopped when Covid hit. I have asthma so I've been carefully shopping for… https://t.co/Q3r1T7kqHk,0.0
RT @VusiThembekwayo: The next pandemic: mass unemployment.,0.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
#RN book 2016 Edition must read  what it says about #SARS and #coronavirus. So why did we lockdown the country???… https://t.co/cfrmlPDUaL,0.0
RT @RampCapitalLLC: BREAKING: New York City halts plan to resume indoor dining next week as coronavirus outbreaks surge in parts of the cou…,0.0
"RT @PrangyaSahoo14: Thank you sir, we are so grateful towards you for supporting us. Hope that #bput could understand our problems #BPUTSto…",0.0
"RT @LoveAndShalom: Please, please, please don't sweep this under the rug. Your disabled friends are in danger. 

We must unite and fight th…",0.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
"RT @IAmJohnAles: Follow Andy. Read Andy’s daily threads. This man knows his shit and is laying it all out every day. Also, #InTheBubble is…",0.0
"RT @salisburypost: It's the 10th day in a row that COVID-19 positives have increased by double digits. 

https://t.co/sgeaEHxoMn",0.0
"RT @mrjaycoles: Hi. You can tweet Black lives matter, but if you’re leaving and going places without a mask, you don’t really value Black l…",-1.0
RT @NerriaNerria: My household hasn’t lacked a thing during this whole pandemic. I’m so thankful.,1.0
"RT @LincolnsBible: As he did with the pandemic that is now raging out of control and killing us by the thousands.

As long as there’s Ameri…",0.0
RT @Alicia_Smith19: Pfizer has reported the results of its vaccine Phase I trial.  Pfizer tested 4 different doses to find the ideal dose.…,0.0
RT @KenTremendous: Hey look. Death Panels.,0.0
Christian and his family created a video to show hos favourite memories of lockdown. Well done..#stayingathome https://t.co/eAaKxFO16z,0.0
"RT @adamgarriereal: Today I had the pleasure of interviewing @JamesDelingpole on the state of British conservatism, the lockdown, communism…",1.0
"RT @WAVY_News: Virginia's new daily cases statewide are staying relatively low, but Hampton Roads is seeing an uptick. 

Percent of positiv…",0.0
@piersmorgan 176 deaths a day and the pubs are opening on Saturday! This virus is not under control and this govern… https://t.co/EthCaFT4Ww,1.0
"RT @RepJayapal: Rent is due today. Yet, millions have lost their jobs during COVID-19 and we've failed to respond at the scale necessary.…",0.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
RT @atrupar: The 2020 GOP platform,0.0
@Flat6forever @ProudSocialist Represents them how? By whining about a simple health risk that helps? Continually tw… https://t.co/pDCG2rD8So,0.0
RT @sadcici: I’m a Starbucks Barista that has dealt with white people calling me a nigger to my face ! My roommates &amp; I all have COVID &amp; wi…,0.0
No more lockdowns I’m finally getting haircut on Saturday  #haircut #lockdown,0.0
RT @tammy_agb: there have been more deaths in kashmir due to the militarised occupation than due to a viral fuckingn pandemic.,0.0
"@Covid19Crazy @sianmariecurtis @CraigPo39759720 @VintiquesMark Earlier lockdown, AND maintaining proper test and is… https://t.co/zIXAEGiN6u",0.0
"RT @riseupmelbourne: So Fauci says the vax won't work because too many Anti VAXXERS. So let's get this straight, we are locked up until a v…",1.0
RT @NdhsTwetter: #RIPNTA SHAME ON HRD MINISTRY AND NTA,0.0
"RT @TraceyOMahony81: For anyone unsure of whether to wear mask or not, see below WHO comments on potential harmful side effects of mask usa…",0.0
"@mayawiley .
DEFUND REPUBLICANS:
- COVID-19 Failure
- Voter Suppression
- Russian Agents
- Trump Corruption
- CONFE… https://t.co/FP1Tz9wltQ",-1.0
"RT @madflavor: Its Wednesday..... a beautiful day to be alive, put on that mask, powder your balls and tell them all to suck your dick....T…",1.0
RT @Battersea_: We're delighted to announce that @RealPOGDogs will be returning to our screens on 15 July on @ITV! 🎉 Tune in to for a speci…,1.0
"RT @ProjectLincoln: I’m old enough to remember when coronavirus was just another Democrat hoax.

https://t.co/RH1SmGDNJH",0.0
"RT @annabotting: Pillar 1 and Pillar 2 included 👇

Pillar 1 -  test results from swab tests in labs, tests in NHS hospitals and health and…",0.0
RT @McCDick: So 800k kids in the USA 250k in uk go missing each year and no one gives a fuck but a weak as virus that has a survival rate o…,-1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick,-1.0
"RT @DavidLarter: Thank you for the inspiring words, Coronavirus.",0.0
"RT @Campaign4Arts: You can watch the Arts &amp; Entertainment Sector submission by NCFA, @Epic2020_Group &amp; @EIAIreland here. Great engagement f…",1.0
"RT @glennkirschner2: On the upside, as a former career prosecutor I can assure you I would slap an evidence sticker on this clip and offer…",0.0
"RT @SamaritansPurse: Today, nine Mongolian children who received surgery through #ChildrensHeartProject are headed home after an extended s…",-1.0
"RT @GeorgeTakei: You called the Coronavirus a hoax, too. That didn’t work out so well. https://t.co/JOU0uQPQnZ",0.0
"@TheSunMagazine creative clear voices in time-of-covid
#media #literatura #magazine #Reading #philosophy #humanism… https://t.co/b8AE0d5yog",0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
Racists and not taking COVID seriously,-1.0
RT @centsible: Trump Blames China For His 6-Month Failure To Contain The Coronavirus In America https://t.co/oztuDT1GPe via @politicususa,-1.0
"RT @jitengajaria: Wah re @OfficeofUT sarkar. This is like Aurangzeb rule in Msharashtra.

 It has money to spend on building 1 more Haj Hou…",0.0
"#Fed handing out your cup of cold sick 
FED'S DALY SAYS IF WE CAN GET VIRUS UNDER CONTROL, THE RECOVERY CAN TAKE JU… https://t.co/MrncSrkR54",-1.0
"Well, what a surprise. Mismanage the pandemic, then buy up all of the medicine.",1.0
"Alabama reports 917 new cases and 22 new deaths bringing total confirmed cases there to 38,962 and 972 total deaths… https://t.co/lZbA0YLQbN",1.0
"@MarkVipond @BorisJohnson Who dithered and delayed lockdown costing around 25k of his electorate their lives?

Who… https://t.co/H7ct5wTwO6",-1.0
"RT @Public_Citizen: BREAKING: Pharma is suing to block Minnesota's new insulin access law.

The Alec Smith Insulin Affordability Act was pa…",-1.0
Woman Slumps And Dies After Hearing Her Husband Tested Positive For COVID-19 In Delta https://t.co/Z4a4LmX8DZ,1.0
"I remember a tweet saying “if we take all the proper precautions to prevent COVID, we’ll have people saying the gov… https://t.co/YXgph4sRAE",0.0
"yeah too late facebook, gfy, you are getting people killed... Literally. The bullshit pandemic conspiarcies, the co… https://t.co/mGKMcUaLet",-1.0
"RT @jessemckinley: BREAKING/NEW: @BilldeBlasio says that the city will NOT allow indoor dining in restaurants, as anticipated next week 

h…",0.0
AlterNet says Trump International Hotel got caught in an undercover sting showing they didnt clean rooms properly d… https://t.co/wHmkd1tINV,0.0
RT @BridstockWeaver: Dominic Cummings mocked in savage new memes over Leicester coronavirus lockdown https://t.co/QCaQGE5dvj    #notmovingo…,1.0
https://t.co/NinRjyPtNd Future Minds Funds is a program dedicated to helping college students afford college. This… https://t.co/zlwtjwxtna,0.0
RT @SteveRussell: Happy Canada Day! Today's @TorontoStar front page might be the most photos I've ever had on one page. It features a mosai…,1.0
"RT @amnahamael: During this Lockdown;
Hundreds of thousands of Muslim women and girls in occupied Jammu and Kashmir are under serious threa…",-1.0
"#CoronaInfoCH #COVID19 #corona #trendingnews 
Asia stocks slip as coronavirus cases surge - Reuters Canada… https://t.co/JtV53mi1Ma",1.0
"RT @AS220: We can't quantify the emotional and spiritual loss of being closed for the past 4 months, but there's no avoiding the fact that…",-1.0
"RT @tonyduffin: Dublin has outperformed even best-case scenarios for COVID-19 mortality among homeless and drug using populations, accordin…",0.0
"RT @NatashaHoward90: @DrFrancesRyan is completely spot on about #shielding pausing on 1 August:

'It is not that the risk to shielders has…",0.0
"Holy shit, they've been doing this for THREE WEEKS!",0.0
@arunhazarika20 @RahulGandhi @AlankarSawai Hon'ble Bhupen Borah Sir is the only leader of our Assam has been visiti… https://t.co/ZYSvZN1mxh,-1.0
"RT @chrisilluminati: Much like the pandemic, this vintage store warning sign escalated quickly https://t.co/wm9LMVw7Dx",1.0
"Indigenous peoples: How they are left behind in the coronavirus pandemic

https://t.co/qMdM5bBcyZ",-1.0
RT @MollyJongFast: Yesterday Dr. Anthony Fauci delivered some devastating news about our country’s coronavirus response and it was complete…,-1.0
RT @NikkiHaley: The coronavirus pandemic has laid bare that many international bodies are still willing to do the bidding of some of the wo…,0.0
"RT @PeterOnyenwosa: My Uncle, Dr Robert during the lockdown through my twin brother and I reached out to the the widows in my community as…",0.0
"RT @vanxessan: I don’t know who needs to hear this but 4th of July is CANCELLED. First of all, this country is not worth celebrating. Secon…",1.0
"Cases are up(protests), but deaths continue to decline.  Just because you contract COVID doesnt mean you're bound f… https://t.co/SSK4h381zw",-1.0
"My ceo just went on a borderline plandemic speech during a semi-anual, full company wide presentation. He even said… https://t.co/EVM9eyCDrL",1.0
"RT @QuillnInk1776: Extra large serving of RED PILL here ⬇️

Masks Don’t Work: A Review of Science Relevant to COVID-19 Social Policy

https…",0.0
"RT @Kevin_Maguire: Starmer's jibe that Johnson's ""flippant"" could be the start of a Labour new line of attack. As people lose jobs and busi…",1.0
RT @JordanUhl: congrats to moderate dems who ran against medicare-for-all. awesome choice here! now millions of out-of-work americans can c…,1.0
"Fauci warns U.S. is ‘going in the wrong direction’ and could see 100,000 coronavirus cases a day https://t.co/vsdO25v4nL",-1.0
"RT @BeccaLodahl: Oklahoma Has 100% Positive Test Rate For COVID-19 Following Trump's Tulsa Rally. “Yesterday in Oklahoma, they tested 352 p…",0.0
RT @JulianCastro: Texas now has more daily coronavirus cases than Italy when it was a global epicenter of the pandemic.,0.0
RT @SenKamalaHarris: The Kumeyaay shouldn't have to put their lives at risk during a pandemic in order to prevent the desecration of an anc…,0.0
"RT @BarbraStreisand: Can you imagine how President Hillary Clinton - a Woman with a powerful mind - would have handled this pandemic? 

Bei…",0.0
RT @RandPaul: A must read — finally an ‘expert’ with a healthy dose of common sense willing to publicly say that children rarely transmit C…,0.0
"RT @VoteForSolomon: 🧵: ICE and COVID-19

In this thread, I will be talking about ICE and a recent court ruling about family detention cente…",1.0
@IngrahamAngle Laura Ingraham is an idiot&amp; if u believe that Dr. Fauci is working for Biden then ur an idiot too.CO… https://t.co/K2piNfbO3f,-1.0
RT @YungSkull_ZA: China's Pandemic album bout to go Diamond. 🔥,0.0
Community colleges struggle with students’ food needs as pandemic increases demand https://t.co/8lPDoR9ayu,-1.0
Good. But in the past warring parties didn't heed to the resolution of #UNSC. Would they adhere now?,-1.0
"RT @ProjectLincoln: I’m old enough to remember when coronavirus was just another Democrat hoax.

https://t.co/RH1SmGDNJH",0.0
"RT @CoriBush: A story of American capitalism in 3 parts: 

1. US taxpayers fund drug development while 40 million+ are newly unemployed.

2…",0.0
"RT @vinctee: Darwin says, “Let the MAGAts mingle!”

Trump refuses to lead as pandemic worsens and allies desert him on masks
https://t.co/e…",1.0
"RT @SethAbramson: COVID-19

{please retweet}

1️⃣ 2x more contagious than the flu.
2️⃣ 5x to 10x deadlier than the flu.
3️⃣ Kills 20x more…",1.0
RT @SenorGuapo_: and here comes July’s #1 draft pick https://t.co/wltpP3svYr,-1.0
"RT @Outlookindia: A wedding ceremony in Patna where the groom was running high fever and two days later he died, appears to have set off th…",0.0
RT @MollyJongFast: Yesterday Dr. Anthony Fauci delivered some devastating news about our country’s coronavirus response and it was complete…,-1.0
"RT @DKThomp: Every day now, Arizona, Florida, and Texas have more combined confirmed COVID cases than the entire continent of Europe. https…",0.0
"RT @PoliticsJOE_UK: Half a million people will be quarantined to try and contain Leicester's coronavirus outbreak.

Has the government trie…",-1.0
"RT @AfricaFactsZone: Rihanna provided scholarships and bikes for girls in Malawi to enable them to go to school.

She donated $5 million to…",1.0
RT @NaikRooh: Ultimate paragon of moral bankruptcy #LiberallyCorruptBilawal is so annoyed with PM for making PIA Crash Report public coz tr…,0.0
"RT @DavidLarter: Thank you for the inspiring words, Coronavirus.",0.0
